
2024/ 5/21, 13:48:35 
Generation	Indiv No.	Fitness(Best)	Fitness(Ave.)	Genotype	

2024/ 5/21, 14:49:13 
Generation	Indiv No.	Fitness(Best)	Fitness(Ave.)	Genotype	
59	0	21.000000	18.375000	11011000111000011101
60	0	21.000000	10.500000	11011000111000011101
61	0	21.000000	13.125000	11011000111000011101
62	0	21.000000	15.750000	11011000111000011101
63	0	21.000000	18.375000	11011000111000011101
64	0	21.000000	18.375000	11011000111000011101
65	0	21.000000	13.125000	11011000111000011101
66	0	21.000000	7.875000	11011000111000011101
67	0	21.000000	18.375000	11011000111000011101
68	0	21.000000	15.750000	11011000111000011101
69	0	21.000000	18.375000	11011000111000011101
70	0	21.000000	18.375000	11011000111000011101
71	0	21.000000	18.375000	11011000111000011101
72	0	21.000000	18.375000	11011000111000011101
73	0	21.000000	18.375000	11011000111000011101
74	0	21.000000	10.500000	11011000111000011101
75	0	21.000000	15.750000	11011000111000011101
76	0	21.000000	13.125000	11011000111000011101
77	0	21.000000	10.500000	11011000111000011101
78	0	21.000000	15.750000	11011000111000011101
79	0	21.000000	15.750000	11011000111000011101
80	0	21.000000	13.125000	11011000111000011101
81	0	21.000000	10.500000	11011000111000011101
82	0	21.000000	15.750000	11011000111000011101
83	0	21.000000	18.375000	11011000111000011101
84	0	21.000000	10.500000	11011000111000011101
85	0	21.000000	13.125000	11011000111000011101
86	0	21.000000	15.750000	11011000111000011101
87	0	21.000000	18.375000	11011000111000011101
88	0	21.000000	15.750000	11011000111000011101
89	0	21.000000	21.000000	11011000111000011101
90	0	21.000000	13.125000	11011000111000011101
91	0	21.000000	15.750000	11011000111000011101
92	0	21.000000	13.125000	11011000111000011101
93	0	21.000000	18.375000	11011000111000011101
94	0	21.000000	13.125000	11011000111000011101
95	0	21.000000	15.750000	11011000111000011101
96	0	21.000000	18.375000	11011000111000011101
97	0	21.000000	21.000000	11011000111000011101
98	0	21.000000	21.000000	11011000111000011101
99	0	21.000000	21.000000	11011000111000011101

2024/ 5/24, 15:26: 9 
Generation	Indiv No.	Fitness(Best)	Fitness(Ave.)	Genotype	
0	1	21.000000	13.125000	11010001011001111010
1	0	21.000000	7.875000	11010001011001111010
2	0	0.000000	0.000000	11010001011001111010
3	0	0.000000	0.000000	11010001011001111010
4	0	0.000000	0.000000	11010001011001111010
5	0	0.000000	0.000000	11010001011001111010
6	0	0.000000	0.000000	11010001011001111010
7	0	0.000000	0.000000	11010001011001111010
8	0	0.000000	0.000000	11010001011001111010
9	0	0.000000	0.000000	11010001011001111010
10	0	0.000000	0.000000	11010001011001111010
11	0	0.000000	0.000000	11010001011001111010
12	0	0.000000	0.000000	11010001011001111010
13	0	0.000000	0.000000	11010001011001111010
14	0	0.000000	0.000000	11010001011001111010
15	0	0.000000	0.000000	11010001011001111010
16	0	0.000000	0.000000	11010001011001111010
17	0	0.000000	0.000000	11010001011001111010
18	0	0.000000	0.000000	11010001011001111010
19	0	0.000000	0.000000	11010001011001111010
20	0	0.000000	0.000000	11010001011001111010
21	0	0.000000	0.000000	11010001011001111010
22	0	0.000000	0.000000	11010001011001111010
23	0	0.000000	0.000000	11010001011001111010
24	0	0.000000	0.000000	11010001011001111010
25	0	0.000000	0.000000	11010001011001111010
26	0	0.000000	0.000000	11010001011001111010
27	0	0.000000	0.000000	11010001011001111010
28	0	0.000000	0.000000	11010001011001111010
29	0	0.000000	0.000000	11010001011001111010
30	0	0.000000	0.000000	11010001011001111010
31	0	0.000000	0.000000	11010001011001111010
32	0	0.000000	0.000000	11010001011001111010
33	0	0.000000	0.000000	11010001011001111010
34	0	0.000000	0.000000	11010001011001111010
35	0	0.000000	0.000000	11010001011001111010
36	0	0.000000	0.000000	11010001011001111010
37	0	0.000000	0.000000	11010001011001111010
38	0	0.000000	0.000000	11010001011001111010
39	0	0.000000	0.000000	11010001011001111010
40	0	0.000000	0.000000	11010001011001111010
41	0	0.000000	0.000000	11010001011001111010
42	0	0.000000	0.000000	11010001011001111010
43	0	0.000000	0.000000	11010001011001111010
44	0	0.000000	0.000000	11010001011001111010
45	0	0.000000	0.000000	11010001011001111010
46	0	0.000000	0.000000	11010001011001111010
47	0	0.000000	0.000000	11010001011001111010
48	0	0.000000	0.000000	11010001011001111010
49	0	0.000000	0.000000	11010001011001111010
50	0	0.000000	0.000000	11010001011001111010
51	0	0.000000	0.000000	11010001011001111010
52	0	0.000000	0.000000	11010001011001111010
53	0	0.000000	0.000000	11010001011001111010
54	0	0.000000	0.000000	11010001011001111010
55	0	0.000000	0.000000	11010001011001111010
56	0	0.000000	0.000000	11010001011001111010
57	0	0.000000	0.000000	11010001011001111010
58	0	0.000000	0.000000	11010001011001111010
59	0	0.000000	0.000000	11010001011001111010
60	0	0.000000	0.000000	11010001011001111010
61	0	0.000000	0.000000	11010001011001111010
62	0	0.000000	0.000000	11010001011001111010
63	0	0.000000	0.000000	11010001011001111010
64	0	0.000000	0.000000	11010001011001111010
65	0	0.000000	0.000000	11010001011001111010
66	0	0.000000	0.000000	11010001011001111010
67	0	0.000000	0.000000	11010001011001111010
68	0	0.000000	0.000000	11010001011001111010
69	0	0.000000	0.000000	11010001011001111010
70	0	0.000000	0.000000	11010001011001111010
71	0	0.000000	0.000000	11010001011001111010
72	0	0.000000	0.000000	11010001011001111010
73	0	0.000000	0.000000	11010001011001111010
74	0	0.000000	0.000000	11010001011001111010
75	0	0.000000	0.000000	11010001011001111010
76	0	0.000000	0.000000	11010001011001111010
77	0	0.000000	0.000000	11010001011001111010
78	0	0.000000	0.000000	11010001011001111010
79	0	0.000000	0.000000	11010001011001111010
80	0	0.000000	0.000000	11010001011001111010
81	0	0.000000	0.000000	11010001011001111010
82	0	0.000000	0.000000	11010001011001111010
83	0	0.000000	0.000000	11010001011001111010
84	0	0.000000	0.000000	11010001011001111010
85	0	0.000000	0.000000	11010001011001111010
86	0	0.000000	0.000000	11010001011001111010
87	0	0.000000	0.000000	11010001011001111010
88	0	0.000000	0.000000	11010001011001111010
89	0	0.000000	0.000000	11010001011001111010
90	0	0.000000	0.000000	11010001011001111010
91	0	0.000000	0.000000	11010001011001111010
92	0	0.000000	0.000000	11010001011001111010
93	0	0.000000	0.000000	11010001011001111010
94	0	0.000000	0.000000	11010001011001111010
95	0	0.000000	0.000000	11010001011001111010
96	0	0.000000	0.000000	11010001011001111010
97	0	0.000000	0.000000	11010001011001111010
98	0	0.000000	0.000000	11010001011001111010
99	0	0.000000	0.000000	11010001011001111010

2024/ 5/24, 19:34: 9 
Generation	Indiv No.	Fitness(Best)	Fitness(Ave.)	Genotype	
0	0	21.000000	2.625000	10000101000110111101
1	0	0.000000	0.000000	10000101000110111101
2	0	0.000000	0.000000	10000101000110111101
3	0	0.000000	0.000000	10000101000110111101
4	0	0.000000	0.000000	10000101000110111101
5	0	0.000000	0.000000	10000101000110111101
6	0	0.000000	0.000000	10000101000110111101
7	0	0.000000	0.000000	10000101000110111101
8	0	0.000000	0.000000	10000101000110111101
9	0	0.000000	0.000000	10000101000110111101
10	0	0.000000	0.000000	10000101000110111101
11	0	0.000000	0.000000	10000101000110111101
12	0	0.000000	0.000000	10000101000110111101
13	0	0.000000	0.000000	10000101000110111101
14	0	0.000000	0.000000	10000101000110111101
15	0	0.000000	0.000000	10000101000110111101
16	0	0.000000	0.000000	10000101000110111101
17	0	0.000000	0.000000	10000101000110111101
18	0	0.000000	0.000000	10000101000110111101
19	0	0.000000	0.000000	10000101000110111101
20	0	0.000000	0.000000	10000101000110111101
21	0	0.000000	0.000000	10000101000110111101
22	0	0.000000	0.000000	10000101000110111101
23	0	0.000000	0.000000	10000101000110111101
24	0	0.000000	0.000000	10000101000110111101
25	0	0.000000	0.000000	10000101000110111101
26	0	0.000000	0.000000	10000101000110111101
27	0	0.000000	0.000000	10000101000110111101
28	0	0.000000	0.000000	10000101000110111101
29	0	0.000000	0.000000	10000101000110111101
30	0	0.000000	0.000000	10000101000110111101
31	0	0.000000	0.000000	10000101000110111101
32	0	0.000000	0.000000	10000101000110111101
33	0	0.000000	0.000000	10000101000110111101
34	0	0.000000	0.000000	10000101000110111101
35	0	0.000000	0.000000	10000101000110111101
36	0	0.000000	0.000000	10000101000110111101
37	0	0.000000	0.000000	10000101000110111101
38	0	0.000000	0.000000	10000101000110111101
39	0	0.000000	0.000000	10000101000110111101
40	0	0.000000	0.000000	10000101000110111101
41	0	0.000000	0.000000	10000101000110111101
42	0	0.000000	0.000000	10000101000110111101
43	0	0.000000	0.000000	10000101000110111101
44	0	0.000000	0.000000	10000101000110111101
45	0	0.000000	0.000000	10000101000110111101
46	0	0.000000	0.000000	10000101000110111101
47	0	0.000000	0.000000	10000101000110111101
48	0	0.000000	0.000000	10000101000110111101
49	0	0.000000	0.000000	10000101000110111101
50	0	0.000000	0.000000	10000101000110111101
51	0	0.000000	0.000000	10000101000110111101
52	0	0.000000	0.000000	10000101000110111101
53	0	0.000000	0.000000	10000101000110111101
54	0	0.000000	0.000000	10000101000110111101
55	0	0.000000	0.000000	10000101000110111101
56	0	0.000000	0.000000	10000101000110111101
57	0	0.000000	0.000000	10000101000110111101
58	0	0.000000	0.000000	10000101000110111101
59	0	0.000000	0.000000	10000101000110111101
60	0	0.000000	0.000000	10000101000110111101
61	0	0.000000	0.000000	10000101000110111101
62	0	0.000000	0.000000	10000101000110111101
63	0	0.000000	0.000000	10000101000110111101
64	0	0.000000	0.000000	10000101000110111101
65	0	0.000000	0.000000	10000101000110111101
66	0	0.000000	0.000000	10000101000110111101
67	0	0.000000	0.000000	10000101000110111101
68	0	0.000000	0.000000	10000101000110111101
69	0	0.000000	0.000000	10000101000110111101
70	0	0.000000	0.000000	10000101000110111101
71	0	0.000000	0.000000	10000101000110111101
72	0	0.000000	0.000000	10000101000110111101
73	0	0.000000	0.000000	10000101000110111101
74	0	0.000000	0.000000	10000101000110111101
75	0	0.000000	0.000000	10000101000110111101
76	0	0.000000	0.000000	10000101000110111101
77	0	0.000000	0.000000	10000101000110111101
78	0	0.000000	0.000000	10000101000110111101
79	0	0.000000	0.000000	10000101000110111101
80	0	0.000000	0.000000	10000101000110111101
81	0	0.000000	0.000000	10000101000110111101
82	0	0.000000	0.000000	10000101000110111101
83	0	0.000000	0.000000	10000101000110111101
84	0	0.000000	0.000000	10000101000110111101
85	0	0.000000	0.000000	10000101000110111101
86	0	0.000000	0.000000	10000101000110111101
87	0	0.000000	0.000000	10000101000110111101
88	0	0.000000	0.000000	10000101000110111101
89	0	0.000000	0.000000	10000101000110111101
90	0	0.000000	0.000000	10000101000110111101
91	0	0.000000	0.000000	10000101000110111101
92	0	0.000000	0.000000	10000101000110111101
93	0	0.000000	0.000000	10000101000110111101
94	0	0.000000	0.000000	10000101000110111101
95	0	0.000000	0.000000	10000101000110111101
96	0	0.000000	0.000000	10000101000110111101
97	0	0.000000	0.000000	10000101000110111101
98	0	0.000000	0.000000	10000101000110111101
99	0	0.000000	0.000000	10000101000110111101

2024/ 5/26, 15:10:48 
Generation	Indiv No.	Fitness(Best)	Fitness(Ave.)	Genotype	
0	0	21.000000	7.875000	10001110100101010011
1	0	0.000000	0.000000	10001110100101010011
2	0	0.000000	0.000000	10001110100101010011
3	0	0.000000	0.000000	10001110100101010011
4	0	0.000000	0.000000	10001110100101010011
5	0	0.000000	0.000000	10001110100101010011
6	0	0.000000	0.000000	10001110100101010011
7	0	0.000000	0.000000	10001110100101010011
8	0	0.000000	0.000000	10001110100101010011
9	0	0.000000	0.000000	10001110100101010011
10	0	0.000000	0.000000	10001110100101010011
11	0	0.000000	0.000000	10001110100101010011
12	0	0.000000	0.000000	10001110100101010011
13	0	0.000000	0.000000	10001110100101010011
14	0	0.000000	0.000000	10001110100101010011
15	0	0.000000	0.000000	10001110100101010011
16	0	0.000000	0.000000	10001110100101010011
17	0	0.000000	0.000000	10001110100101010011
18	0	0.000000	0.000000	10001110100101010011
19	0	0.000000	0.000000	10001110100101010011
20	0	0.000000	0.000000	10001110100101010011
21	0	0.000000	0.000000	10001110100101010011
22	0	0.000000	0.000000	10001110100101010011
23	0	0.000000	0.000000	10001110100101010011
24	0	0.000000	0.000000	10001110100101010011
25	0	0.000000	0.000000	10001110100101010011
26	0	0.000000	0.000000	10001110100101010011
27	0	0.000000	0.000000	10001110100101010011
28	0	0.000000	0.000000	10001110100101010011
29	0	0.000000	0.000000	10001110100101010011
30	0	0.000000	0.000000	10001110100101010011
31	0	0.000000	0.000000	10001110100101010011
32	0	0.000000	0.000000	10001110100101010011
33	0	0.000000	0.000000	10001110100101010011
34	0	0.000000	0.000000	10001110100101010011
35	0	0.000000	0.000000	10001110100101010011
36	0	0.000000	0.000000	10001110100101010011
37	0	0.000000	0.000000	10001110100101010011
38	0	0.000000	0.000000	10001110100101010011
39	0	0.000000	0.000000	10001110100101010011
40	0	0.000000	0.000000	10001110100101010011
41	0	0.000000	0.000000	10001110100101010011
42	0	0.000000	0.000000	10001110100101010011
43	0	0.000000	0.000000	10001110100101010011
44	0	0.000000	0.000000	10001110100101010011
45	0	0.000000	0.000000	10001110100101010011
46	0	0.000000	0.000000	10001110100101010011
47	0	0.000000	0.000000	10001110100101010011
48	0	0.000000	0.000000	10001110100101010011
49	0	0.000000	0.000000	10001110100101010011
50	0	0.000000	0.000000	10001110100101010011
51	0	0.000000	0.000000	10001110100101010011
52	0	0.000000	0.000000	10001110100101010011
53	0	0.000000	0.000000	10001110100101010011
54	0	0.000000	0.000000	10001110100101010011
55	0	0.000000	0.000000	10001110100101010011
56	0	0.000000	0.000000	10001110100101010011
57	0	0.000000	0.000000	10001110100101010011
58	0	0.000000	0.000000	10001110100101010011
59	0	0.000000	0.000000	10001110100101010011
60	0	0.000000	0.000000	10001110100101010011
61	0	0.000000	0.000000	10001110100101010011
62	0	0.000000	0.000000	10001110100101010011
63	0	0.000000	0.000000	10001110100101010011
64	0	0.000000	0.000000	10001110100101010011
65	0	0.000000	0.000000	10001110100101010011
66	0	0.000000	0.000000	10001110100101010011
67	0	0.000000	0.000000	10001110100101010011
68	0	0.000000	0.000000	10001110100101010011
69	0	0.000000	0.000000	10001110100101010011
70	0	0.000000	0.000000	10001110100101010011
71	0	0.000000	0.000000	10001110100101010011
72	0	0.000000	0.000000	10001110100101010011
73	0	0.000000	0.000000	10001110100101010011
74	0	0.000000	0.000000	10001110100101010011
75	0	0.000000	0.000000	10001110100101010011
76	0	0.000000	0.000000	10001110100101010011
77	0	0.000000	0.000000	10001110100101010011
78	0	0.000000	0.000000	10001110100101010011
79	0	0.000000	0.000000	10001110100101010011
80	0	0.000000	0.000000	10001110100101010011
81	0	0.000000	0.000000	10001110100101010011
82	0	0.000000	0.000000	10001110100101010011
83	0	0.000000	0.000000	10001110100101010011
84	0	0.000000	0.000000	10001110100101010011
85	0	0.000000	0.000000	10001110100101010011
86	0	0.000000	0.000000	10001110100101010011
87	0	0.000000	0.000000	10001110100101010011
88	0	0.000000	0.000000	10001110100101010011
89	0	0.000000	0.000000	10001110100101010011
90	0	0.000000	0.000000	10001110100101010011
91	0	0.000000	0.000000	10001110100101010011
92	0	0.000000	0.000000	10001110100101010011
93	0	0.000000	0.000000	10001110100101010011
94	0	0.000000	0.000000	10001110100101010011
95	0	0.000000	0.000000	10001110100101010011
96	0	0.000000	0.000000	10001110100101010011
97	0	0.000000	0.000000	10001110100101010011
98	0	0.000000	0.000000	10001110100101010011
99	0	0.000000	0.000000	10001110100101010011

2024/ 5/26, 15:22:12 
Generation	Indiv No.	Fitness(Best)	Fitness(Ave.)	Genotype	
0	0	21.000000	7.875000	11010110110100101101
1	0	0.000000	0.000000	11010110110100101101
2	0	0.000000	0.000000	11010110110100101101
3	0	0.000000	0.000000	11010110110100101101
4	0	0.000000	0.000000	11010110110100101101
5	0	0.000000	0.000000	11010110110100101101
6	0	0.000000	0.000000	11010110110100101101
7	0	0.000000	0.000000	11010110110100101101
8	0	0.000000	0.000000	11010110110100101101
9	0	0.000000	0.000000	11010110110100101101
10	0	0.000000	0.000000	11010110110100101101
11	0	0.000000	0.000000	11010110110100101101
12	0	0.000000	0.000000	11010110110100101101
13	0	0.000000	0.000000	11010110110100101101
14	0	0.000000	0.000000	11010110110100101101
15	0	0.000000	0.000000	11010110110100101101
16	0	0.000000	0.000000	11010110110100101101
17	0	0.000000	0.000000	11010110110100101101
18	0	0.000000	0.000000	11010110110100101101
19	0	0.000000	0.000000	11010110110100101101
20	0	0.000000	0.000000	11010110110100101101
21	0	0.000000	0.000000	11010110110100101101
22	0	0.000000	0.000000	11010110110100101101
23	0	0.000000	0.000000	11010110110100101101
24	0	0.000000	0.000000	11010110110100101101
25	0	0.000000	0.000000	11010110110100101101
26	0	0.000000	0.000000	11010110110100101101
27	0	0.000000	0.000000	11010110110100101101
28	0	0.000000	0.000000	11010110110100101101
29	0	0.000000	0.000000	11010110110100101101
30	0	0.000000	0.000000	11010110110100101101
31	0	0.000000	0.000000	11010110110100101101
32	0	0.000000	0.000000	11010110110100101101
33	0	0.000000	0.000000	11010110110100101101
34	0	0.000000	0.000000	11010110110100101101
35	0	0.000000	0.000000	11010110110100101101
36	0	0.000000	0.000000	11010110110100101101
37	0	0.000000	0.000000	11010110110100101101
38	0	0.000000	0.000000	11010110110100101101
39	0	0.000000	0.000000	11010110110100101101
40	0	0.000000	0.000000	11010110110100101101
41	0	0.000000	0.000000	11010110110100101101
42	0	0.000000	0.000000	11010110110100101101
43	0	0.000000	0.000000	11010110110100101101
44	0	0.000000	0.000000	11010110110100101101
45	0	0.000000	0.000000	11010110110100101101
46	0	0.000000	0.000000	11010110110100101101
47	0	0.000000	0.000000	11010110110100101101
48	0	0.000000	0.000000	11010110110100101101
49	0	0.000000	0.000000	11010110110100101101
50	0	0.000000	0.000000	11010110110100101101
51	0	0.000000	0.000000	11010110110100101101
52	0	0.000000	0.000000	11010110110100101101
53	0	0.000000	0.000000	11010110110100101101
54	0	0.000000	0.000000	11010110110100101101
55	0	0.000000	0.000000	11010110110100101101
56	0	0.000000	0.000000	11010110110100101101
57	0	0.000000	0.000000	11010110110100101101
58	0	0.000000	0.000000	11010110110100101101
59	0	0.000000	0.000000	11010110110100101101
60	0	0.000000	0.000000	11010110110100101101
61	0	0.000000	0.000000	11010110110100101101
62	0	0.000000	0.000000	11010110110100101101
63	0	0.000000	0.000000	11010110110100101101
64	0	0.000000	0.000000	11010110110100101101
65	0	0.000000	0.000000	11010110110100101101
66	0	0.000000	0.000000	11010110110100101101
67	0	0.000000	0.000000	11010110110100101101
68	0	0.000000	0.000000	11010110110100101101
69	0	0.000000	0.000000	11010110110100101101
70	0	0.000000	0.000000	11010110110100101101
71	0	0.000000	0.000000	11010110110100101101
72	0	0.000000	0.000000	11010110110100101101
73	0	0.000000	0.000000	11010110110100101101
74	0	0.000000	0.000000	11010110110100101101
75	0	0.000000	0.000000	11010110110100101101
76	0	0.000000	0.000000	11010110110100101101
77	0	0.000000	0.000000	11010110110100101101
78	0	0.000000	0.000000	11010110110100101101
79	0	0.000000	0.000000	11010110110100101101
80	0	0.000000	0.000000	11010110110100101101
81	0	0.000000	0.000000	11010110110100101101
82	0	0.000000	0.000000	11010110110100101101
83	0	0.000000	0.000000	11010110110100101101
84	0	0.000000	0.000000	11010110110100101101
85	0	0.000000	0.000000	11010110110100101101
86	0	0.000000	0.000000	11010110110100101101
87	0	0.000000	0.000000	11010110110100101101
88	0	0.000000	0.000000	11010110110100101101
89	0	0.000000	0.000000	11010110110100101101
90	0	0.000000	0.000000	11010110110100101101
91	0	0.000000	0.000000	11010110110100101101
92	0	0.000000	0.000000	11010110110100101101
93	0	0.000000	0.000000	11010110110100101101
94	0	0.000000	0.000000	11010110110100101101
95	0	0.000000	0.000000	11010110110100101101
96	0	0.000000	0.000000	11010110110100101101
97	0	0.000000	0.000000	11010110110100101101
98	0	0.000000	0.000000	11010110110100101101
99	0	0.000000	0.000000	11010110110100101101

2024/ 5/26, 15:28: 6 
Generation	Indiv No.	Fitness(Best)	Fitness(Ave.)	Genotype	
0	0	21.000000	5.250000	11011001011011011111
1	0	0.000000	0.000000	11011001011011011111
2	0	0.000000	0.000000	11011001011011011111
3	0	0.000000	0.000000	11011001011011011111
4	0	0.000000	0.000000	11011001011011011111
5	0	0.000000	0.000000	11011001011011011111
6	0	0.000000	0.000000	11011001011011011111
7	0	0.000000	0.000000	11011001011011011111
8	0	0.000000	0.000000	11011001011011011111
9	0	0.000000	0.000000	11011001011011011111
10	0	0.000000	0.000000	11011001011011011111
11	0	0.000000	0.000000	11011001011011011111
12	0	0.000000	0.000000	11011001011011011111
13	0	0.000000	0.000000	11011001011011011111
14	0	0.000000	0.000000	11011001011011011111
15	0	0.000000	0.000000	11011001011011011111
16	0	0.000000	0.000000	11011001011011011111
17	0	0.000000	0.000000	11011001011011011111
18	0	0.000000	0.000000	11011001011011011111
19	0	0.000000	0.000000	11011001011011011111
20	0	0.000000	0.000000	11011001011011011111
21	0	0.000000	0.000000	11011001011011011111
22	0	0.000000	0.000000	11011001011011011111
23	0	0.000000	0.000000	11011001011011011111
24	0	0.000000	0.000000	11011001011011011111
25	0	0.000000	0.000000	11011001011011011111
26	0	0.000000	0.000000	11011001011011011111
27	0	0.000000	0.000000	11011001011011011111
28	0	0.000000	0.000000	11011001011011011111
29	0	0.000000	0.000000	11011001011011011111
30	0	0.000000	0.000000	11011001011011011111
31	0	0.000000	0.000000	11011001011011011111
32	0	0.000000	0.000000	11011001011011011111
33	0	0.000000	0.000000	11011001011011011111
34	0	0.000000	0.000000	11011001011011011111
35	0	0.000000	0.000000	11011001011011011111
36	0	0.000000	0.000000	11011001011011011111
37	0	0.000000	0.000000	11011001011011011111
38	0	0.000000	0.000000	11011001011011011111
39	0	0.000000	0.000000	11011001011011011111
40	0	0.000000	0.000000	11011001011011011111
41	0	0.000000	0.000000	11011001011011011111
42	0	0.000000	0.000000	11011001011011011111
43	0	0.000000	0.000000	11011001011011011111
44	0	0.000000	0.000000	11011001011011011111
45	0	0.000000	0.000000	11011001011011011111
46	0	0.000000	0.000000	11011001011011011111
47	0	0.000000	0.000000	11011001011011011111
48	0	0.000000	0.000000	11011001011011011111
49	0	0.000000	0.000000	11011001011011011111
50	0	0.000000	0.000000	11011001011011011111
51	0	0.000000	0.000000	11011001011011011111
52	0	0.000000	0.000000	11011001011011011111
53	0	0.000000	0.000000	11011001011011011111
54	0	0.000000	0.000000	11011001011011011111
55	0	0.000000	0.000000	11011001011011011111
56	0	0.000000	0.000000	11011001011011011111
57	0	0.000000	0.000000	11011001011011011111
58	0	0.000000	0.000000	11011001011011011111
59	0	0.000000	0.000000	11011001011011011111
60	0	0.000000	0.000000	11011001011011011111
61	0	0.000000	0.000000	11011001011011011111
62	0	0.000000	0.000000	11011001011011011111
63	0	0.000000	0.000000	11011001011011011111
64	0	0.000000	0.000000	11011001011011011111
65	0	0.000000	0.000000	11011001011011011111
66	0	0.000000	0.000000	11011001011011011111
67	0	0.000000	0.000000	11011001011011011111
68	0	0.000000	0.000000	11011001011011011111
69	0	0.000000	0.000000	11011001011011011111
70	0	0.000000	0.000000	11011001011011011111
71	0	0.000000	0.000000	11011001011011011111
72	0	0.000000	0.000000	11011001011011011111
73	0	0.000000	0.000000	11011001011011011111
74	0	0.000000	0.000000	11011001011011011111
75	0	0.000000	0.000000	11011001011011011111
76	0	0.000000	0.000000	11011001011011011111
77	0	0.000000	0.000000	11011001011011011111
78	0	0.000000	0.000000	11011001011011011111
79	0	0.000000	0.000000	11011001011011011111
80	0	0.000000	0.000000	11011001011011011111
81	0	0.000000	0.000000	11011001011011011111
82	0	0.000000	0.000000	11011001011011011111
83	0	0.000000	0.000000	11011001011011011111
84	0	0.000000	0.000000	11011001011011011111
85	0	0.000000	0.000000	11011001011011011111
86	0	0.000000	0.000000	11011001011011011111
87	0	0.000000	0.000000	11011001011011011111
88	0	0.000000	0.000000	11011001011011011111
89	0	0.000000	0.000000	11011001011011011111
90	0	0.000000	0.000000	11011001011011011111
91	0	0.000000	0.000000	11011001011011011111
92	0	0.000000	0.000000	11011001011011011111
93	0	0.000000	0.000000	11011001011011011111
94	0	0.000000	0.000000	11011001011011011111
95	0	0.000000	0.000000	11011001011011011111
96	0	0.000000	0.000000	11011001011011011111
97	0	0.000000	0.000000	11011001011011011111
98	0	0.000000	0.000000	11011001011011011111
99	0	0.000000	0.000000	11011001011011011111

2024/ 5/26, 15:31:16 
Generation	Indiv No.	Fitness(Best)	Fitness(Ave.)	Genotype	

2024/ 5/26, 16:35:17 
Generation	Indiv No.	Fitness(Best)	Fitness(Ave.)	Genotype	

2024/ 5/26, 16:36:54 
Generation	Indiv No.	Fitness(Best)	Fitness(Ave.)	Genotype	
0	2	21.000000	2.625000	11100110000101100100
1	0	0.000000	0.000000	11100110000101100100
2	0	0.000000	0.000000	11100110000101100100
3	0	0.000000	0.000000	11100110000101100100
4	0	0.000000	0.000000	11100110000101100100
5	0	0.000000	0.000000	11100110000101100100
6	0	0.000000	0.000000	11100110000101100100
7	0	0.000000	0.000000	11100110000101100100
8	0	0.000000	0.000000	11100110000101100100
9	0	0.000000	0.000000	11100110000101100100
10	0	0.000000	0.000000	11100110000101100100
11	0	0.000000	0.000000	11100110000101100100
12	0	0.000000	0.000000	11100110000101100100
13	0	0.000000	0.000000	11100110000101100100
14	0	0.000000	0.000000	11100110000101100100
15	0	0.000000	0.000000	11100110000101100100
16	0	0.000000	0.000000	11100110000101100100
17	0	0.000000	0.000000	11100110000101100100
18	0	0.000000	0.000000	11100110000101100100
19	0	0.000000	0.000000	11100110000101100100
20	0	0.000000	0.000000	11100110000101100100
21	0	0.000000	0.000000	11100110000101100100
22	0	0.000000	0.000000	11100110000101100100
23	0	0.000000	0.000000	11100110000101100100
24	0	0.000000	0.000000	11100110000101100100
25	0	0.000000	0.000000	11100110000101100100
26	0	0.000000	0.000000	11100110000101100100
27	0	0.000000	0.000000	11100110000101100100
28	0	0.000000	0.000000	11100110000101100100
29	0	0.000000	0.000000	11100110000101100100
30	0	0.000000	0.000000	11100110000101100100
31	0	0.000000	0.000000	11100110000101100100
32	0	0.000000	0.000000	11100110000101100100
33	0	0.000000	0.000000	11100110000101100100
34	0	0.000000	0.000000	11100110000101100100
35	0	0.000000	0.000000	11100110000101100100
36	0	0.000000	0.000000	11100110000101100100
37	0	0.000000	0.000000	11100110000101100100
38	0	0.000000	0.000000	11100110000101100100
39	0	0.000000	0.000000	11100110000101100100
40	0	0.000000	0.000000	11100110000101100100
41	0	0.000000	0.000000	11100110000101100100
42	0	0.000000	0.000000	11100110000101100100
43	0	0.000000	0.000000	11100110000101100100
44	0	0.000000	0.000000	11100110000101100100
45	0	0.000000	0.000000	11100110000101100100
46	0	0.000000	0.000000	11100110000101100100
47	0	0.000000	0.000000	11100110000101100100
48	0	0.000000	0.000000	11100110000101100100
49	0	0.000000	0.000000	11100110000101100100
50	0	0.000000	0.000000	11100110000101100100
51	0	0.000000	0.000000	11100110000101100100
52	0	0.000000	0.000000	11100110000101100100
53	0	0.000000	0.000000	11100110000101100100
54	0	0.000000	0.000000	11100110000101100100
55	0	0.000000	0.000000	11100110000101100100
56	0	0.000000	0.000000	11100110000101100100
57	0	0.000000	0.000000	11100110000101100100
58	0	0.000000	0.000000	11100110000101100100
59	0	0.000000	0.000000	11100110000101100100
60	0	0.000000	0.000000	11100110000101100100
61	0	0.000000	0.000000	11100110000101100100
62	0	0.000000	0.000000	11100110000101100100
63	0	0.000000	0.000000	11100110000101100100
64	0	0.000000	0.000000	11100110000101100100
65	0	0.000000	0.000000	11100110000101100100
66	0	0.000000	0.000000	11100110000101100100
67	0	0.000000	0.000000	11100110000101100100
68	0	0.000000	0.000000	11100110000101100100
69	0	0.000000	0.000000	11100110000101100100
