0	0	0.000000	00011100111100010011
0	1	21.000000	10100101111110100010
0	2	0.000000	01011111011110011110
0	3	21.000000	10010001001111000100
0	4	21.000000	10111000101001011010
0	5	21.000000	10101111001011011010
0	6	21.000000	10100000101000111010
0	7	0.000000	01101010110110001001
1	0	21.000000	10100101111110100010
1	1	21.000000	11101101111010000001
1	2	0.000000	00101000100101000010
1	3	21.000000	10000001111001111001
1	4	21.000000	11011101111110000101
1	5	21.000000	10000111001111000010
1	6	0.000000	00001101111010000111
1	7	21.000000	11011001111110000011
2	0	21.000000	10100101111110100010
2	1	0.000000	00100110110111001010
2	2	21.000000	10101111110001010000
2	3	0.000000	00100000010111000111
2	4	21.000000	11011000010010010110
2	5	21.000000	10000110101111100001
2	6	21.000000	10010111111010010010
2	7	21.000000	11010011000100010011
3	0	21.000000	10100101111110100010
3	1	21.000000	10100001111111100001
3	2	21.000000	10001111001101001001
3	3	21.000000	11011011010010010010
3	4	21.000000	11111100001101011111
3	5	0.000000	01011100110100110011
3	6	21.000000	10101111110000010000
3	7	21.000000	11111000000000001111
4	0	21.000000	10100101111110100010
4	1	21.000000	11010100111111100010
4	2	0.000000	01100100011001001110
4	3	21.000000	10111111111101010000
4	4	0.000000	01010111111100101011
4	5	0.000000	00100101100000000000
4	6	21.000000	11011011011010000010
4	7	21.000000	10000111010110100011
5	0	21.000000	10100101111110100010
5	1	21.000000	10110011011111000110
5	2	21.000000	11001010110111100001
5	3	21.000000	10100000001001000111
5	4	21.000000	10111100111101110000
5	5	21.000000	11010000101111100000
5	6	0.000000	00111111100100000010
5	7	21.000000	11101001001010000010
6	0	21.000000	10100101111110100010
6	1	21.000000	11000011111010101000
6	2	21.000000	10100000011000100010
6	3	21.000000	10100100110101110000
6	4	21.000000	11111111000001011100
6	5	0.000000	01100010110011000111
6	6	21.000000	11001001101111100101
6	7	21.000000	11110110011100110111
7	0	21.000000	10100101111110100010
7	1	21.000000	11100101110101101110
7	2	21.000000	10000101111110100101
7	3	21.000000	11000000000111111010
7	4	21.000000	10011011010010010001
7	5	21.000000	11011110101110100110
7	6	21.000000	11110100011110110011
7	7	21.000000	11100001011000100110
8	0	21.000000	10100101111110100010
8	1	21.000000	10100101111100100000
8	2	21.000000	11101110000100011001
8	3	21.000000	10011011010011111010
8	4	21.000000	11011100001011100111
8	5	0.000000	00010000100101110010
8	6	0.000000	01001000000011110111
8	7	21.000000	10111111011000000011
9	0	21.000000	10100101111110100010
9	1	21.000000	10100110011000010101
9	2	21.000000	10110101001111100010
9	3	0.000000	01101111011100011001
9	4	21.000000	11101111011110011001
9	5	21.000000	10101000001110000001
9	6	21.000000	10100100000000001001
9	7	21.000000	11101100011110010000
10	0	21.000000	10100101111110100010
10	1	21.000000	10110101110110000110
10	2	0.000000	00110110111001100101
10	3	21.000000	11111110001111000010
10	4	21.000000	11101100011100101001
